72	803	180
803	72	489
72	180	258
180	803	684
803	489	38
258	180	483
180	684	935
684	803	783
803	38	268
38	489	470
258	483	893
483	180	935
935	684	952
684	783	891
783	803	268
268	38	767
38	470	630
893	483	413
483	935	448
935	952	98
952	684	891
891	783	115
783	268	115
268	767	661
767	38	630
630	470	693
413	483	448
448	935	98
98	952	673
952	891	299
891	115	431
115	268	661
661	767	600
767	630	829
630	693	942
413	448	364
448	98	759
98	673	827
673	952	299
299	891	431
431	115	250
115	661	250
661	600	975
600	767	829
829	630	942
942	693	877
413	364	986
364	448	759
759	98	827
827	673	52
673	299	95
299	431	626
431	250	568
250	661	975
975	600	343
600	829	589
829	942	502
942	877	982
986	364	590
364	759	74
759	827	357
827	52	164
52	673	95
95	299	626
626	431	568
568	250	734
250	975	734
975	343	181
343	600	589
589	829	502
502	942	982
982	877	256
986	590	283
590	364	74
74	759	357
357	827	164
164	52	790
52	95	445
95	626	839
626	568	351
568	734	872
734	975	181
181	343	330
343	589	769
589	502	60
502	982	87
982	256	831
283	590	836
590	74	453
74	357	279
357	164	446
164	790	894
790	52	445
445	95	839
839	626	351
351	568	872
872	734	688
734	181	688
181	330	138
330	343	769
769	589	60
60	502	87
87	982	831
831	256	99
836	590	453
453	74	279
279	357	446
446	164	894
894	790	732
790	445	969
445	839	929
839	351	465
351	872	976
872	688	976
688	181	138
138	330	242
330	769	562
769	60	574
60	87	321
87	831	717
831	99	118
836	453	402
453	279	208
279	446	208
446	894	403
894	732	143
732	790	969
969	445	929
929	839	465
465	351	976
976	688	355
688	138	355
138	242	848
242	330	562
562	769	574
574	60	321
321	87	717
717	831	118
118	99	538
836	402	728
402	453	576
453	208	576
208	446	403
403	894	143
143	732	178
732	969	233
969	929	441
929	465	366
465	976	851
976	355	851
355	138	848
848	242	26
242	562	963
562	574	616
574	321	123
321	717	670
717	118	670
118	538	246
728	402	363
402	576	363
576	208	309
208	403	309
403	143	427
143	178	972
178	732	233
233	969	441
441	929	366
366	465	699
465	851	699
851	355	456
355	848	680
848	26	218
26	242	963
963	562	616
616	574	123
123	321	670
670	118	246
246	538	317
363	576	748
576	309	800
309	403	427
427	143	972
972	178	362
178	233	810
233	441	341
441	366	517
366	699	517
699	851	292
851	456	292
456	355	680
680	848	218
218	26	733
26	963	214
963	616	814
616	123	124
123	670	749
670	246	718
246	317	607
363	748	350
748	576	800
800	309	477
309	427	477
427	972	61
972	362	474
362	178	810
810	233	341
341	441	517
517	699	629
699	292	629
292	456	707
456	680	540
680	218	540
218	733	671
733	26	214
214	963	814
814	616	124
124	123	749
749	670	718
718	246	607
607	317	412
350	748	73
748	800	573
800	477	573
477	427	61
61	972	474
474	362	580
362	810	337
810	341	156
341	517	741
517	629	741
629	292	369
292	707	369
707	456	540
540	218	671
671	733	111
733	214	471
214	814	970
814	124	746
124	749	746
749	718	730
718	607	480
607	412	838
350	73	761
73	748	573
573	477	899
477	61	807
61	474	696
474	580	131
580	362	337
337	810	156
156	341	741
741	629	747
629	369	747
369	707	973
707	540	621
540	671	621
671	111	67
111	733	471
471	214	970
970	814	746
746	749	730
730	718	480
480	607	838
838	412	168
761	73	652
73	573	212
573	899	212
899	477	807
807	61	696
696	474	131
131	580	79
580	337	469
337	156	86
156	741	974
741	747	974
747	369	202
369	973	202
973	707	621
621	671	221
671	67	221
67	111	570
111	471	799
471	970	826
970	746	636
746	730	297
730	480	27
480	838	345
838	168	423
652	73	212
212	899	259
899	807	945
807	696	945
696	131	328
131	79	428
79	580	469
469	337	86
86	156	974
974	747	594
747	202	524
202	973	535
973	621	386
621	221	386
221	67	266
67	570	266
570	111	799
799	471	826
826	970	636
636	746	297
297	730	27
27	480	345
345	838	423
652	212	738
212	259	738
259	899	945
945	696	328
328	131	428
428	79	695
79	469	885
469	86	294
86	974	39
974	594	39
594	747	524
524	202	31
202	535	619
535	973	536
973	386	536
386	221	130
221	266	130
266	570	525
570	799	566
799	826	307
826	636	794
636	297	439
297	27	439
27	345	546
345	423	606
652	738	263
738	259	389
259	945	779
945	328	779
328	428	876
428	695	658
695	79	885
885	469	294
294	86	39
39	594	482
594	524	482
524	31	356
31	202	822
202	619	209
619	535	83
535	536	8
536	386	440
386	130	440
130	266	56
266	525	56
525	570	566
566	799	307
307	826	794
794	636	439
439	27	546
546	345	606
606	423	479
263	738	564
738	389	564
389	259	779
779	328	876
876	428	658
658	695	572
695	885	424
885	294	48
294	39	999
39	482	999
482	524	812
524	356	127
356	31	380
31	822	421
822	202	209
209	619	42
619	83	51
83	535	8
8	536	602
536	440	674
440	130	817
130	56	817
56	525	777
525	566	19
566	307	742
307	794	438
794	439	136
439	546	596
546	606	650
606	479	261
263	564	553
564	389	507
389	779	897
779	876	897
876	658	703
658	572	68
572	695	424
424	885	48
48	294	999
999	482	731
482	812	731
812	524	127
127	356	272
356	380	55
380	31	967
31	421	967
421	822	486
822	209	655
209	42	921
42	619	97
619	51	97
51	83	227
83	8	5
8	602	163
602	536	916
536	674	41
674	440	677
440	817	677
817	56	33
56	777	33
777	525	19
19	566	742
742	307	438
438	794	136
136	439	596
596	546	650
650	606	261
261	479	196
553	564	509
564	507	509
507	389	897
897	876	703
703	658	68
68	572	429
572	424	708
424	48	425
48	999	399
999	731	399
731	812	669
812	127	340
127	272	290
272	356	378
356	55	332
55	380	660
380	967	798
967	421	833
421	486	96
486	822	655
655	209	921
921	42	903
42	97	494
97	51	46
51	227	46
227	83	793
83	5	793
5	8	163
163	602	114
602	916	931
916	536	714
536	41	714
41	674	752
674	677	128
677	817	236
817	33	236
33	777	719
777	19	505
19	742	144
742	438	532
438	136	493
136	596	493
596	650	433
650	261	247
261	196	368
553	509	102
509	507	849
507	897	727
897	703	727
703	68	82
68	429	82
429	572	708
708	424	425
425	48	399
399	731	615
731	669	615
669	812	340
340	127	290
290	272	254
272	378	543
378	356	332
332	55	764
55	660	504
660	380	798
798	967	833
833	421	96
96	486	672
486	655	84
655	921	75
921	903	75
903	42	494
494	97	416
97	46	416
46	227	491
227	793	203
793	5	398
5	163	398
163	114	295
114	602	931
931	916	177
916	714	264
714	41	69
41	752	281
752	674	938
674	128	938
128	677	595
677	236	595
236	33	390
33	719	390
719	777	505
505	19	144
144	742	532
532	438	493
493	596	433
433	650	247
247	261	368
368	196	917
102	509	252
509	849	252
849	507	727
727	703	82
82	429	62
429	708	533
708	425	928
425	399	729
399	615	729
615	669	687
669	340	983
340	290	248
290	254	170
254	272	830
272	543	32
543	378	145
378	332	612
332	764	518
764	55	504
504	660	605
660	798	841
798	833	488
833	96	243
96	672	559
672	486	648
486	84	648
84	655	75
75	903	450
903	494	320
494	416	275
416	46	914
46	491	914
491	227	203
203	793	358
793	398	358
398	163	295
295	114	633
114	931	953
931	177	274
177	916	264
264	714	69
69	41	319
41	281	319
281	752	543
752	938	359
938	128	956
128	595	956
595	236	360
236	390	360
390	719	667
719	505	476
505	144	617
144	532	80
532	493	372
493	433	372
433	247	642
247	368	823
368	917	886
252	849	869
849	727	217
727	82	217
82	62	924
62	429	533
533	708	928
928	425	729
729	615	704
615	687	704
687	669	983
983	340	248
248	290	170
170	254	520
254	830	65
830	272	32
32	543	752
543	145	544
145	378	612
612	332	518
518	764	346
764	504	656
504	605	558
605	660	841
841	798	488
488	833	243
243	96	559
559	672	455
672	648	455
648	84	379
84	75	927
75	450	927
450	903	320
320	494	275
275	416	694
416	914	694
914	491	211
491	203	150
203	358	47
358	398	980
398	295	980
295	633	522
633	114	953
953	931	274
274	177	878
177	264	922
264	69	801
69	319	311
319	281	873
281	543	411
543	752	32
752	359	49
359	938	347
938	956	347
956	595	908
595	360	995
360	390	957
390	667	957
667	719	476
476	505	617
617	144	80
80	532	372
372	433	642
642	247	823
823	368	886
252	869	541
869	849	217
217	82	924
924	62	58
62	533	64
533	928	664
928	729	271
729	704	271
704	687	339
687	983	837
983	248	169
248	170	880
170	520	336
520	254	65
65	830	3
830	32	548
32	752	49
752	543	281
543	544	411
544	145	550
145	612	367
612	518	200
518	346	286
346	764	656
656	504	558
558	605	856
605	841	129
841	488	159
488	243	228
243	559	527
559	455	920
455	648	185
648	379	185
379	84	927
927	450	933
450	320	685
320	275	35
275	694	315
694	914	637
914	211	637
211	491	150
150	203	47
47	358	554
358	980	554
980	295	522
522	633	755
633	953	323
953	274	883
274	878	765
878	177	922
922	264	801
801	69	311
311	319	530
319	873	530
873	281	411
411	543	544
32	752	49
49	359	840
359	347	215
347	956	587
956	908	587
908	595	995
995	360	643
360	957	186
957	667	740
667	476	711
476	617	108
617	80	575
80	372	645
372	642	645
642	823	137
823	886	0
541	869	901
869	217	373
217	924	373
924	58	373
58	62	64
64	533	664
664	928	271
271	704	135
704	339	135
339	687	837
837	983	169
169	248	880
880	170	336
336	520	371
520	65	109
65	3	225
3	830	548
548	32	49
281	543	411
411	544	979
544	550	737
550	145	367
367	612	200
200	518	286
286	346	420
346	656	791
656	558	59
558	856	198
856	605	129
129	841	159
159	488	228
228	243	334
243	527	334
527	559	920
920	455	896
455	185	896
185	379	249
379	927	461
927	933	461
933	450	685
685	320	35
35	275	315
315	694	569
694	637	569
637	211	797
211	150	512
150	47	432
47	554	241
554	980	511
980	522	511
522	755	647
755	633	323
323	953	883
883	274	765
765	878	139
878	922	265
922	801	329
801	311	593
311	530	122
530	873	282
873	411	94
411	544	979
32	49	548
49	840	210
840	359	215
215	347	260
347	587	260
587	908	529
908	995	854
995	643	854
643	360	186
186	957	740
740	667	711
711	476	108
108	617	575
575	80	645
645	642	137
137	823	0
0	886	45
541	901	582
901	869	373
373	58	497
58	64	182
64	664	287
664	271	216
271	135	216
135	339	534
339	837	926
837	169	306
169	880	158
880	336	583
336	371	722
371	520	109
109	65	225
225	3	204
3	548	204
548	49	210
979	544	737
737	550	498
550	367	385
367	200	561
200	286	892
286	420	892
420	346	791
791	656	59
59	558	198
198	856	473
856	129	93
129	159	962
159	228	862
228	334	862
334	527	167
527	920	454
920	896	965
896	185	458
185	249	458
249	379	461
461	933	782
933	685	220
685	35	397
35	315	958
315	569	36
569	637	774
637	797	774
797	211	512
512	150	432
432	47	241
241	554	414
554	511	414
511	522	647
647	755	898
755	323	85
323	883	936
883	765	410
765	139	410
139	878	265
265	922	329
329	801	763
801	593	763
593	311	122
122	530	245
530	282	245
282	873	94
94	411	979
979	544	737
548	49	210
210	840	557
840	215	882
215	260	12
260	587	235
587	529	235
529	908	854
854	643	34
643	186	100
186	740	706
740	711	443
711	108	349
108	575	175
575	645	310
645	137	310
137	0	689
0	45	641
582	901	861
901	373	861
373	497	861
497	58	182
182	64	287
287	664	216
216	135	184
135	534	184
534	339	926
926	837	306
306	169	158
158	880	583
583	336	722
722	371	467
371	109	609
109	225	946
225	204	954
204	548	210
979	737	988
737	498	890
498	550	385
385	367	561
561	200	892
892	420	608
420	791	932
791	59	375
59	198	523
198	473	515
473	856	93
93	129	962
962	159	862
862	334	335
334	167	335
167	527	454
454	920	965
965	896	816
896	458	816
458	249	105
249	461	577
461	782	577
782	933	220
220	685	397
397	35	958
958	315	36
36	569	578
569	774	578
774	797	716
797	512	620
512	432	466
432	241	666
241	414	442
414	511	4
511	647	4
647	898	904
898	755	85
85	323	936
936	883	410
410	139	14
139	265	598
265	329	110
329	763	324
763	593	63
593	122	437
122	245	239
245	282	244
282	94	133
94	979	229
979	737	988
548	210	204
210	557	457
557	840	882
882	215	12
12	260	384
260	235	384
235	529	191
529	854	404
854	34	404
34	643	100
100	186	706
706	740	443
443	711	349
349	108	175
175	575	310
310	137	689
689	0	641
641	45	484
582	861	937
861	497	686
497	182	628
182	287	542
287	216	948
216	184	948
184	534	7
534	926	820
926	306	267
306	158	88
158	583	825
583	722	825
722	467	50
467	371	609
609	109	946
946	225	954
954	204	668
204	210	457
988	737	890
890	498	460
498	385	771
385	561	994
561	892	104
892	608	961
608	420	932
932	791	375
375	59	523
523	198	515
515	473	459
473	93	162
93	962	627
962	862	912
862	335	912
335	167	547
167	454	895
454	965	599
965	816	852
816	458	815
458	105	815
105	249	577
577	782	276
782	220	842
220	397	326
397	958	77
958	36	776
36	578	313
578	774	23
774	716	23
716	797	620
620	512	466
466	432	666
666	241	442
442	414	818
414	4	818
4	647	904
904	898	400
898	85	514
85	936	468
936	410	381
410	14	418
14	139	598
598	265	110
110	329	324
324	763	63
63	593	437
437	122	239
239	245	760
245	244	760
244	282	133
133	94	229
229	979	988
988	737	890
204	210	457
457	557	289
557	882	987
882	12	43
12	384	43
384	235	195
235	191	195
191	529	404
404	34	781
34	100	90
100	706	513
706	443	868
443	349	635
349	175	187
175	310	394
310	689	394
689	641	624
641	484	624
937	861	686
686	497	628
628	182	542
542	287	948
948	184	828
184	7	828
7	534	820
820	926	267
267	306	88
88	158	825
825	722	50
50	467	376
467	609	796
609	946	757
946	954	959
954	668	743
668	204	457
988	890	213
890	460	219
460	498	771
771	385	994
994	561	104
104	892	961
961	608	563
608	932	951
932	375	149
375	523	997
523	515	610
515	459	808
459	473	162
162	93	627
627	962	912
912	335	291
335	547	291
547	167	895
895	454	599
599	965	852
852	816	947
816	815	947
815	105	6
105	577	887
577	276	887
276	782	842
842	220	326
326	397	77
77	958	776
776	36	313
313	578	697
578	23	697
23	716	20
716	620	370
620	466	911
466	666	567
666	442	663
442	818	176
818	4	835
4	904	835
904	400	452
400	898	514
514	85	468
468	936	381
381	410	418
418	14	269
14	598	772
598	110	344
110	324	579
324	63	850
63	437	401
437	239	415
239	760	834
760	244	906
244	133	939
133	229	720
229	988	257
988	890	213
204	457	668
457	289	651
289	557	987
987	882	43
43	384	654
384	195	795
195	191	53
191	404	640
404	781	640
781	34	90
90	100	513
513	706	868
868	443	635
635	349	187
187	175	394
394	689	624
624	484	422
937	686	506
686	628	581
628	542	844
542	948	165
948	828	165
828	7	949
7	820	586
820	267	934
267	88	255
88	825	374
825	50	374
50	376	117
376	467	796
796	609	757
757	946	959
959	954	743
743	668	591
668	457	651
213	890	219
219	460	240
460	771	223
771	994	713
994	104	426
104	961	426
961	563	444
563	608	951
951	932	149
149	375	997
997	523	610
610	515	808
808	459	736
459	162	726
162	627	30
627	912	659
912	291	659
291	547	613
547	895	905
895	599	288
599	852	28
852	947	116
947	815	6
6	105	923
105	887	923
887	276	977
276	842	977
842	326	766
326	77	766
77	776	106
776	313	472
313	697	618
697	23	780
23	20	780
20	716	370
370	620	911
911	466	567
567	666	663
663	442	176
176	818	845
818	835	845
835	904	452
452	400	174
400	514	888
514	468	981
468	381	676
381	418	638
418	269	475
269	14	772
772	598	344
344	110	579
579	324	850
850	63	401
401	437	415
415	239	834
834	760	775
760	906	775
906	244	939
939	133	720
720	229	257
257	988	213
213	890	219
668	457	651
651	289	758
289	987	919
987	43	205
43	654	205
654	384	795
795	195	907
195	53	907
53	191	640
640	781	744
781	90	9
90	513	789
513	868	377
868	635	710
635	187	537
187	394	565
394	624	565
624	422	565
422	484	325
506	686	581
581	628	844
844	542	165
165	828	531
828	949	531
949	7	586
586	820	934
934	267	255
255	88	374
374	50	190
50	117	190
117	376	352
376	796	197
796	757	649
757	959	867
959	743	430
743	591	18
591	668	651
213	219	788
219	240	76
240	460	223
223	771	713
713	994	426
426	961	444
444	563	900
563	951	950
951	149	724
149	997	824
997	610	388
610	808	585
808	736	665
736	459	726
726	162	30
30	627	659
659	291	809
291	613	809
613	547	905
905	895	288
288	599	28
28	852	116
116	947	989
947	6	989
6	923	338
923	887	745
887	977	745
977	842	678
842	766	678
766	77	106
106	776	472
472	313	618
618	697	993
697	780	866
780	20	857
20	370	992
370	911	120
911	567	194
567	663	447
663	176	419
176	845	301
845	835	526
835	452	526
452	174	526
174	400	888
888	514	981
981	468	676
676	381	638
638	418	475
475	269	278
269	772	968
772	344	555
344	579	753
579	850	910
850	401	751
401	415	943
415	834	121
834	775	614
775	906	709
906	939	662
939	720	331
720	257	101
257	213	101
213	219	788
668	651	591
651	758	521
758	289	919
919	987	205
205	654	435
654	795	646
795	907	646
907	53	875
53	640	166
640	744	166
744	781	9
9	90	789
789	513	377
377	868	710
710	635	537
537	187	565
565	422	723
422	325	322
506	581	89
581	844	17
844	165	17
165	531	700
531	949	406
949	586	152
586	934	54
934	255	863
255	374	770
374	190	770
190	117	551
117	352	792
352	376	197
197	796	649
649	757	867
867	959	430
430	743	18
18	591	107
591	651	521
788	219	76
76	240	207
240	223	930
223	713	539
713	426	721
426	444	560
444	900	70
900	563	950
950	951	724
724	149	824
824	997	388
388	610	585
585	808	665
665	736	925
736	726	148
726	30	584
30	659	57
659	809	57
809	613	485
613	905	16
905	288	705
288	28	739
28	116	392
116	989	451
989	6	338
338	923	701
923	745	701
745	977	253
977	678	253
678	766	21
766	106	496
106	472	893
472	618	258
618	993	72
993	697	866
866	780	857
857	20	992
992	370	120
120	911	194
194	567	447
447	663	419
419	176	301
301	845	698
845	526	698
526	174	500
174	888	853
888	981	409
981	676	172
676	638	964
638	475	188
475	278	188
278	269	968
968	772	555
555	344	753
753	579	910
910	850	751
751	401	943
943	415	121
121	834	614
614	775	762
775	709	762
709	906	662
662	939	331
331	720	101
101	213	788
788	219	76
591	651	521
521	758	625
758	919	960
919	205	173
205	435	173
435	654	646
646	907	189
907	875	154
875	53	166
166	744	806
744	9	516
9	789	786
789	377	690
377	710	302
710	537	342
537	565	723
723	422	322
89	581	508
581	17	508
17	165	700
700	531	406
406	949	152
152	586	54
54	934	863
863	255	770
770	190	756
190	551	756
551	117	792
792	352	528
352	197	592
197	649	787
649	867	408
867	430	417
430	18	691
18	107	691
107	591	521
788	76	134
76	207	463
207	240	930
930	223	539
539	713	721
721	426	560
560	444	70
70	900	314
900	950	193
950	724	998
724	824	393
824	388	918
388	585	13
585	665	750
665	925	754
925	736	148
148	726	584
584	30	57
57	809	234
809	485	234
485	613	16
16	905	705
705	288	739
739	28	392
392	116	451
451	989	761
989	338	761
338	701	350
701	745	728
745	253	728
253	678	283
678	21	283
21	766	496
496	106	893
893	472	258
258	618	72
72	993	489
993	866	489
866	857	470
857	992	693
992	120	877
120	194	256
194	447	99
447	419	538
419	301	317
301	698	412
698	526	168
526	500	168
500	174	853
853	888	409
409	981	172
172	676	964
964	638	188
188	278	821
278	968	813
968	555	966
555	753	327
753	910	915
910	751	902
751	943	940
943	121	308
121	614	679
614	762	230
762	709	913
709	662	179
662	331	312
331	101	725
101	788	22
788	76	134
591	521	107
521	625	941
625	758	960
960	919	173
173	435	353
435	646	407
646	189	407
189	907	154
154	875	298
875	166	298
166	806	298
806	744	516
516	9	786
786	789	690
690	377	302
302	710	342
342	537	723
723	322	860
508	17	478
17	700	478
700	406	126
406	152	293
152	54	383
54	863	383
863	770	773
770	756	773
756	551	142
551	792	183
792	528	183
528	352	592
592	197	787
787	649	408
408	867	417
417	430	691
691	107	552
107	521	941
134	76	463
463	207	103
207	930	545
930	539	1
539	721	870
721	560	870
560	70	501
70	314	71
314	900	193
193	950	998
998	724	393
393	824	918
918	388	13
13	585	750
750	665	754
754	925	478
925	148	508
148	584	89
584	57	273
57	234	273
234	485	582
485	16	541
16	705	604
705	739	102
739	392	553
392	451	263
451	761	652
761	338	350
350	701	363
701	728	363
728	253	836
253	283	836
283	21	986
21	496	986
496	893	413
893	258	483
258	72	180
72	489	803
489	866	470
470	857	693
693	992	877
877	120	256
256	194	99
99	447	538
538	419	317
317	301	412
412	698	168
168	500	423
500	853	479
853	409	196
409	172	917
172	964	702
964	188	634
188	821	634
821	278	387
278	813	387
813	968	966
966	555	327
327	753	915
915	910	902
902	751	940
940	943	308
308	121	679
679	614	230
230	762	802
762	913	802
913	709	179
179	662	312
312	331	725
725	101	22
22	788	134
134	76	463
107	521	941
941	625	492
625	960	354
960	173	146
173	353	146
353	435	407
407	189	843
189	154	231
154	298	92
298	806	251
806	516	859
516	786	333
786	690	622
690	302	597
302	342	91
342	723	860
860	322	318
478	700	126
126	406	293
293	152	304
152	383	304
383	863	773
773	756	644
756	142	644
142	551	183
183	528	549
528	592	153
592	787	2
787	408	805
408	417	847
417	691	556
691	552	519
552	107	941
134	463	160
463	103	285
103	207	545
545	930	1
1	539	262
539	870	262
870	560	501
501	70	71
71	314	682
314	193	232
193	998	657
998	393	884
393	918	712
918	13	10
13	750	224
750	754	436
754	478	126
478	925	508
508	148	89
89	584	273
273	234	937
234	582	937
582	485	541
541	16	604
604	705	102
102	739	553
553	392	263
263	451	652
652	761	73
761	350	73
350	363	748
363	728	402
728	836	402
836	283	590
283	986	590
986	496	413
413	893	483
483	258	180
180	72	803
803	489	38
489	470	38
470	693	630
693	877	942
877	256	982
256	99	831
99	538	118
538	317	246
317	412	607
412	168	838
168	423	838
423	500	479
479	853	196
196	409	917
917	172	702
702	964	634
634	821	484
821	387	325
387	813	611
813	966	611
966	327	66
327	915	865
915	902	490
902	940	15
940	308	601
308	679	811
679	230	296
230	802	405
802	913	881
913	179	984
179	312	151
312	725	623
725	22	192
22	134	192
134	463	160
107	941	552
941	492	119
492	625	354
354	960	146
146	353	171
353	407	155
407	843	155
843	189	231
231	154	92
92	298	503
298	251	503
251	806	859
859	516	333
333	786	622
622	690	597
597	302	91
91	342	860
860	318	985
478	126	754
126	293	436
293	304	778
304	383	855
383	773	855
773	644	855
644	142	715
142	183	487
183	549	487
549	528	153
153	592	2
2	787	805
805	408	847
847	417	556
556	691	519
519	552	434
552	941	119
160	463	285
285	103	631
103	545	499
545	1	125
1	262	481
262	870	396
870	501	396
501	71	653
71	682	161
682	314	232
232	193	657
657	998	884
884	393	712
712	918	10
10	13	224
224	750	436
436	754	126
126	478	700
478	508	17
508	89	581
89	273	506
273	937	506
937	582	861
582	541	901
541	604	252
604	102	252
102	553	509
553	263	564
263	652	738
652	73	212
73	350	748
748	363	576
363	402	576
402	836	453
836	590	453
590	986	364
986	413	364
413	483	448
38	470	630
630	693	942
942	877	982
982	256	831
831	99	118
118	538	246
246	317	607
607	412	838
838	423	345
423	479	606
479	196	261
196	917	368
917	702	886
702	634	45
634	484	45
484	821	325
325	387	322
387	611	322
611	966	66
66	327	865
865	915	490
490	902	15
15	940	601
601	308	811
811	679	296
296	230	405
405	802	990
802	881	990
881	913	984
984	179	151
151	312	623
623	725	192
192	134	160
160	463	285
552	941	119
119	492	24
492	354	280
354	146	303
146	171	303
171	353	155
155	843	348
843	231	78
231	92	147
